Community Code,"Bundesland, Politischer Bezirk, Gemeinde",total population,"Proportion of people
 under 15 years","Proportion of people
 65 years and older",share of non-Austrian citizens,"employment rate
 of 15 to 64 year olds","unemployment rate
 (15 years and older)",Share of people with secondary education,Share of people with tertiary education,Share of commuters in active employment,Number of private households,average household size,Number of families,Companies,Workplaces,Employees in the workplaces
32002,Göstling an der Ybbs,2027,14.3,22.7,3.7,80.7,2.2,68.9,7.9,44.3,801,2.53,575,217,239,936
32001,Gaming,3030,11.5,26.3,6.9,74.3,3.3,68.1,7.7,53.9,1340,2.24,921,305,343,1445
31954,Wolfsgraben,1723,17.1,19.2,8,76.8,3.5,62.9,23.3,78.7,724,2.38,508,178,192,383
31953,Tullnerbach,2885,16.7,20.8,11.1,74.7,4.3,59.1,25.2,81.1,1192,2.4,832,256,278,769
31952,Purkersdorf,9808,16.1,18.5,14.2,76.3,4.6,57.8,25.1,78.3,4395,2.19,2711,817,912,3193
31951,Pressbaum,7787,16.3,20.2,12.7,75.5,3.9,59.7,23,78.9,3213,2.38,2258,585,635,1940
31950,Mauerbach,3636,14.3,23.8,9,74.4,3.2,58.3,26.6,80.9,1596,2.28,1096,300,321,729
31949,Gablitz,5005,14.6,23.3,12,75.2,4.4,58.7,24.5,80.4,2126,2.3,1431,430,465,1129
31948,Wölbling,2573,14.3,17.6,8.9,74.3,5.9,63.4,12.8,78.1,1068,2.39,747,190,204,757
31947,Wilhelmsburg,6486,13.1,23.1,10.9,74,7.1,63,8.8,72.9,2897,2.21,1877,371,423,1951
31946,Perschling,1404,16.3,18.4,5.1,80.3,3.4,70.2,9.7,72.8,545,2.58,426,266,274,558
31945,Weinburg,1387,15.9,18,2.3,79.7,4.3,69.5,8.1,73,576,2.41,419,71,84,1171
31943,Traismauer,6322,15.7,18.4,11.3,73.4,6.9,64.4,8.4,76.2,2794,2.26,1795,368,428,1745
31941,Stössing,845,14.9,17.3,7.7,76.6,4.6,67.6,10.2,68.6,337,2.51,246,106,112,244
31940,Statzendorf,1418,15.9,16,8.2,78.7,4.9,66.3,9.9,78.5,589,2.41,417,118,125,482
31939,Schwarzenbach an der Pielach,380,11.8,27.1,2.9,84.1,3.2,68.7,2.4,66.8,146,2.6,105,46,49,95
31938,St. Margarethen an der Sierning,1010,14,18.4,2.8,77.2,3.4,67.7,11.9,82.2,404,2.5,313,98,103,202
31935,Rabenstein an der Pielach,2555,15.1,16.9,4.9,79.1,3.8,70.1,7.6,77.9,1056,2.41,729,192,213,561
31934,Pyhra,3549,15.2,19.3,6.6,79.4,3.6,66.2,12.5,73,1488,2.39,1026,331,350,887
31932,Prinzersdorf,1581,13,18.6,10.6,78.7,4.7,66.3,14,84.3,712,2.22,466,129,149,641
31930,Obritzberg-Rust,2326,14.5,19.1,5.3,78.2,3.3,67.5,9.7,74.2,894,2.6,682,249,260,673
31929,Ober-Grafendorf,4592,13.6,20.9,9.2,76.1,5.8,66.1,10.6,73.9,2059,2.23,1370,312,349,2076
31928,Nußdorf ob der Traisen,1794,14.7,17.5,3,78.1,3.8,70,10.4,79,780,2.3,540,154,167,991
31927,Neustift-Innermanzing,1572,14.6,17.1,6.3,76.6,4.6,67.9,13,77.7,668,2.29,448,138,156,517
31926,Neulengbach,8263,15.2,20,8.8,74.4,4.7,62.2,17.4,69.5,3417,2.36,2340,719,816,3295
31925,Neidling,1460,15.1,20.4,3.8,75.8,2.8,65.6,15.7,80,580,2.52,436,106,113,509
31923,Michelbach,890,13.8,16.2,7.1,81.4,5.1,69.5,5.7,73.5,351,2.54,251,105,109,185
31922,Markersdorf-Haindorf,2086,16.8,16,7.5,76.6,4.6,65.7,10.8,83.4,827,2.52,626,132,145,495
31921,Maria-Anzbach,3061,15.7,21.8,8.3,75.3,3.8,61.4,21.2,79.4,1276,2.32,894,251,268,767
31920,Loich,599,13.5,23.7,2.7,84,2.7,66,6.2,70,216,2.77,177,75,76,195
31919,Kirchstetten,2210,14.8,20.9,5.6,76.5,5,69.2,10.5,82.2,891,2.34,616,131,146,535
31918,Kirchberg an der Pielach,3198,14.7,21.7,3.6,79.4,3.6,67.8,8.3,66.3,1288,2.44,926,236,272,1085
31917,Kasten bei Böheimkirchen,1407,17.8,16.8,3,78.5,4.8,67.6,14.2,77.5,541,2.6,395,128,139,343
31916,Karlstetten,2187,14.8,18.8,4.4,76.6,4,67.1,11.6,77.5,881,2.47,663,163,177,629
31915,Kapelln,1388,15.6,16.8,5.3,80.5,2.5,70.1,10.2,75.1,529,2.62,410,142,151,409
31913,Inzersdorf-Getzersdorf,1604,17.6,16,4.9,78.2,3.6,71,9.8,82.2,640,2.51,470,127,136,733
31912,Herzogenburg,7816,14.1,21.6,11.4,71,7.6,61.8,8.5,67.8,3430,2.24,2222,572,664,4040
31911,Haunoldstein,1225,17.1,14,8.3,76.9,6.4,69.7,8.7,87.2,499,2.43,360,63,70,137
31910,Hafnerbach,1656,14.3,18.4,4.7,78.2,3.9,70.1,11.5,79.3,691,2.4,497,208,222,377
31909,Hofstetten-Grünau,2681,16.6,17.3,3.5,79.7,3,67.5,8.7,74.4,1026,2.61,784,207,224,652
31907,Gerersdorf,993,16.6,22,6.1,78.5,2.8,68.7,12.4,80.2,375,2.62,292,103,118,366
31906,Frankenfels,1936,16.1,21,1.8,80.7,2.7,67.8,5.2,64.1,735,2.62,576,184,193,530
31905,Eichgraben,4648,15.7,21,10.7,76.2,4.4,62.7,22.2,81.7,1975,2.34,1363,343,369,781
31904,Brand-Laaben,1236,15.5,18,5.3,77.6,3.6,67.2,13.4,72.1,521,2.37,351,126,134,296
31903,Böheimkirchen,5106,15,17.5,8,76.8,4.7,66.5,11.4,69.7,2185,2.33,1471,387,441,3045
31902,Asperhofen,2251,15.5,16.1,8.2,81.1,2.4,68.6,9.6,75.9,894,2.51,666,220,229,630
31901,Altlengbach,3042,14.9,18.9,8.8,77.3,4.8,68.2,12.1,77.5,1351,2.25,882,248,271,1054
31849,Höflein an der Hohen Wand,868,10.9,22.8,5,76.7,4,69.1,12.7,82.4,425,2.04,258,72,77,194
31848,Zöbern,1401,12.9,19.7,2.9,78.8,2.5,67.5,8.4,69.5,539,2.6,416,152,158,415
31847,Würflach,1577,14.3,22.4,4,75.3,4.6,67.2,13.6,85.4,698,2.26,488,113,123,281
31846,Wimpassing im Schwarzatale,1622,14.9,21.6,16.4,65.9,12.3,58.2,7,79,797,2.04,443,74,95,1226
31845,Willendorf,968,13.1,17.3,6.2,78.8,3.5,68.7,14.7,80.7,423,2.29,299,72,80,230
31844,Wartmannstetten,1630,14.7,20.1,3.7,80.9,2.5,70,13.2,83,677,2.41,501,127,138,258
31843,Warth,1495,14.2,22.2,2.9,75.6,4.3,67,10.3,79.7,622,2.4,450,112,125,498
31842,Bürg-Vöstenhof,167,17.4,25.1,4.8,83.3,3.5,68.8,11.6,70.7,59,2.83,50,21,21,48
31841,Trattenbach,537,15.6,19.7,3,76.1,5.9,68.9,5.7,74.7,227,2.37,152,50,52,136
31840,Thomasberg,1265,16.5,20,2.1,80.2,4.8,69.8,7,80.1,489,2.58,368,115,126,1151
31839,Ternitz,14670,13.2,23.1,11.1,69.2,9.8,62.2,8.9,72.3,6905,2.11,4196,767,863,4517
31838,Semmering,526,9.5,32.7,16,64.1,9.2,68.5,11.1,65.3,285,1.75,122,57,70,393
31837,Seebenstein,1445,14.1,16.6,4.3,78.2,5.5,69.7,14.8,88.4,687,2.1,410,75,87,280
31836,Schwarzau im Gebirge,613,12.6,24.5,9,79.8,2.2,69.8,4.7,56.1,285,2.15,156,73,83,282
31835,Schwarzau am Steinfeld,2016,15.8,17,6.4,71.2,5.8,68.5,9.8,87.1,845,2.28,569,104,112,447
31834,Schrattenbach,385,14.3,20.8,6.2,75.2,4.9,74.5,7.9,77.1,166,2.32,115,42,46,147
31833,Schottwien,679,14.3,19.3,10.9,76.7,5.9,69.2,6.9,81.1,338,2.01,190,51,55,182
31832,Scheiblingkirchen-Thernberg,1889,13.4,20.9,2.7,76.7,3.5,65.6,12.7,74.9,659,2.73,536,166,182,632
31831,St. Egyden am Steinfeld,2046,16.7,18.5,4.4,76.2,4.7,67.3,11.9,84.5,877,2.32,613,112,123,460
31830,St. Corona am Wechsel,388,16.5,22.7,4.1,78.8,4.4,70.1,10.5,69.9,133,2.91,109,35,41,158
31829,Reichenau an der Rax,2512,10.9,29.4,8.8,71.2,5.7,65.5,11.7,56.8,1283,1.94,709,224,266,1361
31827,Raach am Hochgebirge,303,18.2,20.1,2,84.5,2.9,69.4,12.5,72.4,122,2.48,87,44,46,85
31826,Puchberg am Schneeberg,2693,11.1,28.6,6.2,73.6,5.6,68.7,9.9,59.7,1288,2.07,754,270,303,991
31825,Prigglitz,430,9.8,22.1,6.5,76.1,6.9,70.4,7.5,75.1,180,2.39,126,44,46,131
31823,Pitten,2855,14.7,21.9,7.2,74.2,6,66.2,14,79.3,1325,2.15,821,181,198,927
31821,Payerbach,2060,12.5,25.8,8.6,72.5,7.5,66.9,11.7,79.7,1045,1.97,569,148,170,606
31820,Otterthal,589,15.1,17.3,4.1,80.9,4.1,68.2,9.2,84,220,2.68,167,40,43,122
31818,Neunkirchen,12712,15.4,19,18.4,65.5,12,55.7,10,66.8,5686,2.21,3417,826,1041,7055
31817,Natschbach-Loipersbach,1698,13.3,19.3,5.1,74.2,4.4,70,10.9,83.6,689,2.44,519,100,106,657
31815,Mönichkirchen,618,11.5,25.1,3.6,70.9,5.2,65.4,8.4,66.8,245,2.44,176,83,94,266
31814,Kirchberg am Wechsel,2510,15.5,22.7,4.4,79.3,3,65,13.4,64.6,1042,2.35,673,243,258,1002
31813,Grünbach am Schneeberg,1573,14.7,23.6,9.6,71.9,8.9,64.4,8.8,81.4,739,2.08,442,102,115,298
31812,Grimmenstein,1319,12.4,24.3,4.2,76.9,5.1,65.2,10.1,72.2,607,2.11,376,91,105,1010
31811,Grafenbach-St. Valentin,2208,12.9,20.4,7.1,74.5,6,68.9,9.8,86.7,1011,2.17,646,111,120,287
31810,Gloggnitz,5920,12.4,24.2,12.7,70.9,7.8,63.8,7.6,67.4,2807,2.06,1652,333,431,3005
31809,Feistritz am Wechsel,1033,13.8,22.2,2,79,2.4,71.5,7.9,76.5,420,2.46,299,94,100,220
31808,Enzenreith,1986,14,22.8,4.9,76.6,3.4,69,10.9,84.2,860,2.3,609,134,143,437
31807,Edlitz,904,13.2,21.1,4.2,78.1,4.4,66,11.5,79.4,402,2.25,255,87,92,234
31806,Buchbach,352,12.8,25,3.4,75.8,0.6,66.4,16.3,86.7,148,2.38,106,19,19,31
31805,Breitenstein,315,7.6,27,9.2,73.8,3.7,67,10,73.7,144,2.08,94,27,34,161
31804,Breitenau,1579,15.1,16.7,5.3,81.4,4.6,72,10.2,86,739,2.14,489,89,96,619
31803,Aspangberg-St. Peter,1858,14.9,22.2,2,75.2,3.3,67.4,9.4,73.8,732,2.51,530,184,198,640
31802,Aspang-Markt,1783,12.2,23.2,3.5,78.2,2.9,66.9,13,73.3,887,2.01,492,160,202,980
31801,Altendorf,357,15.1,17.6,3.4,75.8,8.7,70.6,8.6,82.8,146,2.45,101,29,30,50
31726,Wienerwald,2897,15.2,18.8,7.4,77.4,4.5,65.5,19.5,78.2,1187,2.4,862,285,295,566
31725,Wiener Neudorf,9341,12.7,23.1,12.8,74.5,5.8,64,15.8,80.5,4460,2.09,2644,827,1010,14476
31723,Vösendorf,7295,13.4,15.9,14.3,78.1,5.5,63.6,14.5,80.7,3414,2.1,2054,593,878,8917
31719,Perchtoldsdorf,15013,14.3,25.4,9.3,75.4,4,54.1,31.9,76.5,6802,2.2,4273,1528,1638,7250
31718,Münchendorf,2960,16.3,18.1,8.8,78.7,4.6,65.1,17.1,81.1,1317,2.25,895,263,286,1314
31717,Mödling,20562,13.4,22.1,17.5,75.1,5.5,54.2,26.6,74.2,10029,2.02,5513,2088,2356,11428
31716,Maria Enzersdorf,8627,14.4,25.5,13.3,75.1,4.5,53.8,30,81.1,3941,2.15,2389,809,872,4104
31715,Laxenburg,2886,12.8,25.2,14,76.3,3.8,57.8,23.1,78.6,1273,2.14,787,250,295,2236
31714,Laab im Walde,1113,12,26.1,9.3,76.2,2.7,56.6,26.1,76.1,463,2.27,319,86,94,395
31713,Kaltenleutgeben,3341,13.3,18.9,11,75.3,5.9,62.7,19,83.5,1545,2.16,982,222,237,482
31712,Hinterbrühl,3966,15.9,23.3,12.4,74.1,4.1,54.9,29.6,78.3,1621,2.35,1118,436,472,1437
31711,Hennersdorf,1545,12.4,21.5,6.7,77,3.9,64.3,18.8,84.6,709,2.18,468,111,123,451
31710,Guntramsdorf,9227,13.3,20,14.3,74.2,6.2,62.2,15.2,78.7,4294,2.12,2666,738,845,7276
31709,Gumpoldskirchen,3901,17.1,18.5,10.4,78.5,4.7,60.1,24.1,75.9,1818,2.15,1103,357,398,3245
31707,Gießhübl,2367,18.3,18.8,8.6,74.6,3.2,51.9,34.6,80.3,949,2.49,704,302,319,600
31706,Gaaden,1645,12.9,18.2,8.9,74,3.4,60.2,26.1,80.8,691,2.37,500,691,706,887
31704,Brunn am Gebirge,11976,15.6,19,14,77.4,4.7,59.3,23.2,80.9,5417,2.21,3438,1201,1389,9585
31703,Breitenfurt bei Wien,5866,12.1,26.8,10.3,75.6,3.7,60.9,23.9,76.4,2551,2.24,1733,574,611,1673
31702,Biedermannsdorf,3131,12.6,23.1,10.4,76.1,3.4,62.9,21.5,82,1473,2.12,935,369,410,4311
31701,Achau,1425,17.1,15.4,9.8,81.2,4.2,66.9,12.7,81.9,635,2.24,409,109,138,796
31658,Ottenthal,537,9.7,22.9,3,78.2,1,65.8,6.6,81.7,210,2.56,152,45,50,91
31655,Wolkersdorf im Weinviertel,7299,15,19.8,9.5,76.2,4.6,62.8,18.6,71.1,3228,2.22,2092,659,765,5133
31654,Wilfersdorf,2135,13.6,18.7,6.2,73.8,6,71.1,5.7,83.4,925,2.3,649,126,142,556
31653,Wildendürnbach,1575,14.7,22,4.6,77.1,3.7,65.3,7,77.7,648,2.43,450,112,119,316
31652,Unterstinkenbrunn,556,12.2,20.7,1.4,75.9,6.2,72.1,6.1,80.4,227,2.45,158,44,49,118
31651,Ulrichskirchen-Schleinbach,2621,13.3,21.1,7.5,78.3,4.3,67.3,13.2,87.1,1191,2.2,784,146,154,317
31650,Stronsdorf,1621,13,20.2,3.9,76,5,68.2,5.5,72.8,672,2.41,476,141,153,513
31649,Staatz,1912,11.7,21.8,3.3,76.7,4.2,69.6,7,82.4,828,2.31,577,120,131,334
31646,Schrattenberg,825,12.2,27.3,7.5,67.1,5.4,62.2,3.6,72.1,364,2.27,249,58,64,166
31645,Rabensburg,1093,13.5,26.6,10.4,63.9,10.2,66.5,4.9,88,522,2.09,324,40,48,92
31644,Poysdorf,5506,13.2,23.4,8.8,72.8,4.9,64.5,7.9,61.7,2334,2.29,1571,419,487,2949
31642,Pillichsdorf,1163,15.5,19.5,4.4,75.1,3.5,66.7,15.5,84.8,488,2.38,348,75,78,216
31636,Niederleis,892,13.3,19.2,3.8,79.9,3.6,70.2,8.9,85.2,393,2.27,272,56,62,148
31634,Neudorf im Weinviertel,1407,15.1,16.9,2.6,71.8,7.3,67.3,6.3,78.7,591,2.38,407,100,108,226
31633,Mistelbach,11566,13.2,20.8,7.7,74.6,4.8,65,12.4,58.3,5335,2.12,3213,1603,1834,8637
31630,Ladendorf,2282,13.2,19.4,5.6,75.4,5.2,69.1,8.9,83,968,2.36,679,154,164,389
31629,Laa an der Thaya,6237,13.2,21.6,6.1,73.3,5.4,65.6,9.1,55.3,2806,2.19,1756,376,460,3263
31628,Kreuzstetten,1545,14.4,19.7,5,73.7,5.8,66.4,14.9,82.2,680,2.27,457,104,109,212
31627,Kreuttal,1485,11.6,22.6,5.7,77.1,3.5,69.4,13.6,85.8,661,2.25,450,103,110,196
31622,Hochleithen,1147,12.6,21.7,4.5,76,3.9,68.8,9.9,84.5,506,2.27,361,78,86,166
31621,Herrnbaumgarten,951,13.4,24.4,7.2,73.5,5.2,63.7,8.6,79.4,402,2.37,285,61,71,203
31620,Hausbrunn,861,11.4,24.5,11.7,69.6,8,65.4,3.9,85.4,434,1.98,253,43,48,101
31617,Großkrut,1605,12.7,22.4,2.9,76.3,3.7,67.7,7.7,83.4,743,2.16,479,87,100,341
31616,Großharras,1117,11.3,23.5,2.3,71.8,5,64.5,6,79,502,2.23,323,77,87,285
31615,Großengersdorf,1496,15,19.2,11.6,76.4,3.9,66.3,8.3,81.8,606,2.47,437,96,101,341
31614,Großebersdorf,2197,11.7,23.2,7.8,75.6,4,68.6,12,81.3,1000,2.2,673,223,240,1248
31613,Gnadendorf,1144,12.5,24.1,3.1,76,4.2,66.8,7.9,81,507,2.26,338,94,101,187
31612,Gaweinstal,3985,14.4,19.6,8.5,77.7,5.8,68.5,9.5,82.1,1731,2.3,1196,233,257,771
31611,Gaubitsch,881,14.8,16.8,2,79.4,3.2,70.6,7.9,82.9,347,2.54,260,61,66,166
31609,Fallbach,817,11.4,24.6,4.2,79.5,3,64.8,8.4,78,329,2.48,242,74,80,240
31608,Falkenstein,481,11.6,27,7.3,78.3,2.5,64.5,16.7,71.7,209,2.3,142,56,60,145
31606,Drasenhofen,1104,11.7,26.7,9.8,73.8,6.7,64.9,5.6,67.5,477,2.31,328,120,135,494
31605,Bockfließ,1339,13,21.7,11,69.6,5.2,66.3,10,78.8,579,2.31,416,122,127,344
31604,Bernhardsthal,1571,10.3,28.8,9.5,66.7,8.2,67.4,5.3,79.4,794,1.98,483,94,110,250
31603,Asparn an der Zaya,1875,15.6,19.3,5.1,75.7,6.5,67.3,7.2,80.3,776,2.42,558,115,124,401
31601,Altlichtenwarth,769,11.4,22.8,8.8,66.8,8.2,66.2,4,79.8,337,2.28,240,54,60,134
31553,Emmersdorf an der Donau,1765,15.1,19.4,5.9,77.2,2.2,68.6,13,78.6,691,2.55,528,135,154,388
31552,Yspertal,1988,15.5,20.5,2.3,79.5,1.9,65.4,7.8,65.7,736,2.61,552,179,197,708
31551,Texingtal,1668,17.9,16.4,3.8,80.9,2.4,68.3,6.6,67.2,581,2.83,463,151,161,559
31550,Zelking-Matzleinsdorf,1218,13.5,20,3.7,80.2,2.5,70.4,10.2,81.2,460,2.65,368,102,109,217
31549,Ybbs an der Donau,5592,13.8,21.8,15.3,73.7,4.6,62.1,9.2,63.5,2292,2.32,1487,413,514,3940
31546,Weiten,1099,14.3,19.2,3.6,75.9,2.7,66.3,5.3,73.5,408,2.69,314,90,104,325
31543,Schollach,1010,16.4,13.9,3.8,79.4,1.7,69.1,10.3,82.8,377,2.68,311,62,70,292
31542,Schönbühel-Aggsbach,957,10.8,21.5,3.6,75.6,2.7,67.2,13.8,82.7,446,2.15,289,74,84,175
31541,St. Oswald,1123,16.7,16.9,2.8,80.6,1.7,64.4,6,66.2,337,3.33,300,108,113,275
31540,St. Martin-Karlsbach,1636,14.1,19.4,1.8,79.6,2.4,67.9,9.1,77.9,620,2.64,509,111,122,574
31539,St. Leonhard am Forst,3038,14.9,20.5,2.9,79.5,1.9,67.5,7.8,75.1,1177,2.55,891,258,286,854
31537,Ruprechtshofen,2291,15,17.2,4.9,82,3,67.9,7.9,74,863,2.64,664,201,224,939
31535,Raxendorf,1047,15.7,17.7,2.2,81.5,2,69.2,5,72.5,375,2.75,300,113,118,249
31534,Pöggstall,2422,14.9,22.9,4.1,78.7,2.7,64.9,7.1,58.2,958,2.53,691,260,295,1138
31533,Pöchlarn,3961,12.9,21.8,13.1,74.2,5.6,63.8,8.9,67.1,1753,2.19,1120,265,328,2831
31531,Petzenkirchen,1424,13.7,19.1,14.4,79.3,4.3,66.5,8.5,77.8,637,2.24,417,224,235,1034
31530,Persenbeug-Gottsdorf,2173,13,18.4,5.5,77.9,2.2,69.5,8.3,79.7,1005,2.16,633,133,159,774
31528,Nöchling,1047,18.2,15.1,2.7,79.9,1.7,66.5,7.7,68.6,391,2.68,284,100,106,271
31527,Neumarkt an der Ybbs,1992,15.4,17.6,7.7,78.8,2.2,67.6,8.5,85.3,868,2.28,592,106,126,504
31525,Münichreith-Laimbach,1639,14.3,19.4,2.7,79.2,1.3,64.8,5.3,73,623,2.63,485,137,147,409
31524,Melk,5636,14.3,21.4,14.8,74.2,4.8,60.9,15.8,60.8,2537,2.16,1544,430,581,5148
31523,Maria Taferl,908,17.3,15.9,5.4,78.7,3.6,68.8,7.7,74.8,357,2.54,261,61,63,225
31522,Marbach an der Donau,1700,14.8,18.8,7.5,76.7,3.4,69.7,7.9,78,725,2.34,500,299,307,616
31521,Mank,3232,15.4,21.3,5.9,77.7,2.8,65.9,9,63.9,1176,2.62,875,263,297,1524
31520,Loosdorf,3804,15.6,18.6,5.9,74.6,4.6,66.2,9.1,74.1,1692,2.23,1106,234,283,2240
31519,Leiben,1362,14.7,18.4,5.4,77.8,3.7,72.5,6.5,83.2,601,2.26,375,82,94,239
31517,Krummnußbaum,1529,16.3,18.1,6.8,74.7,4.2,65.3,10.2,78.9,626,2.42,462,85,99,488
31516,Klein-Pöchlarn,1021,13.4,20.9,5.9,77.2,2.8,69,9.8,84,477,2.14,297,65,72,232
31515,Kirnberg an der Mank,1090,18.8,15.9,1.3,82.7,1.5,70.5,6.4,75.9,393,2.77,312,83,92,242
31514,Kilb,2560,15.9,17.5,3.2,80.8,1.9,66.9,9.9,69.7,1016,2.52,723,251,267,896
31513,Hürm,1864,15.6,16,3.8,82.7,2.1,69.1,9.2,71.8,680,2.74,540,199,211,777
31511,Hofamt Priel,1702,16,18.2,3.5,79.7,2.4,66.4,9.7,83.7,681,2.5,513,91,100,296
31509,Golling an der Erlauf,1506,13,18.7,11,72.6,6.6,62.7,3.9,92.5,706,2.13,442,38,47,178
31508,Erlauf,1088,14.6,22.5,7.1,76.8,3.5,69.3,6.9,82.6,436,2.5,322,72,78,196
31507,Dunkelsteinerwald,2396,14.3,16.7,3.5,78.6,2.6,70.2,9.5,81.7,917,2.61,707,196,210,467
31506,Dorfstetten,586,16.9,14.3,1.2,80.9,2.6,67.8,2.7,67.7,207,2.83,166,62,64,161
31505,Blindenmarkt,2681,17,16.3,11.2,75.5,3.9,65.2,8.6,81,1081,2.46,762,140,160,635
31504,Bischofstetten,1218,14.7,18.4,5.6,78,5.3,68.8,6.4,80.9,497,2.45,361,88,94,225
31503,Bergland,1933,16.8,16.3,4.4,80,2.3,71.6,7.5,75.5,685,2.79,552,189,209,1086
31502,Artstetten-Pöbring,1209,17.9,19,2.8,82.7,2.1,69.3,9,73.6,399,3.03,353,110,112,289
31414,Türnitz,1922,13.4,25.3,4.1,73.8,4.3,66.7,7.9,64.6,771,2.39,527,138,163,718
31413,Traisen,3410,12.5,23.1,18.2,67.7,10.7,58.3,6.1,70.3,1630,2.08,962,142,188,1598
31412,St. Veit an der Gölsen,3895,15.6,19.9,7.1,76.3,4.1,67.3,8.8,76.1,1632,2.39,1129,466,493,1018
31411,St. Aegyd am Neuwalde,1868,13,28.9,5.9,75,4.4,71.5,6.4,53,882,2.12,530,160,177,706
31410,Rohrbach an der Gölsen,1549,14.8,20.1,4.7,76.5,5,69.9,9.5,75.1,669,2.3,435,107,117,1321
31409,Ramsau,831,13.4,21.9,11.1,79.9,3.9,67.5,7.8,67.7,366,2.27,232,85,91,316
31408,Mitterbach am Erlaufsee,482,9.8,31.7,6.8,79.4,2.9,72.4,8,65.5,210,2.25,136,57,68,187
31407,Lilienfeld,2659,14,21.9,15.1,71.9,8.1,59.5,13,54.4,1243,2.11,729,199,252,2525
31406,Kleinzell,880,15.7,21.5,6.9,76.9,3.7,68.5,6.6,59.6,337,2.61,240,115,124,350
31405,Kaumberg,1054,13.8,18.7,8.2,78.2,3.2,71.2,10.1,71.1,434,2.43,298,116,120,259
31404,Hohenberg,1506,13.6,25.3,8.5,76.7,5.1,68.5,6.8,59.9,699,2.14,430,124,136,598
31403,Hainfeld,3805,14.4,24.3,10.9,74.7,6.4,65,7.1,58.2,1683,2.21,1016,282,315,3945
31402,Eschenau,1310,15.3,19.2,6,76.6,5.2,69.5,6,79.1,508,2.45,366,115,122,377
31401,Annaberg,525,12.8,30.5,8.4,77.9,3.5,73.6,9,45.8,238,2.21,141,78,89,242
31356,Droß,1028,17.1,15.1,4.5,77.6,2,64.3,18.1,85.8,370,2.78,306,65,71,135
31355,Schönberg am Kamp,1858,13.5,23.4,4.3,76.7,3.4,66.4,12.3,75.5,838,2.21,539,194,206,462
31351,Weißenkirchen in der Wachau,1399,11.4,25,3.2,79.6,2,67.2,14.2,55.8,579,2.42,422,216,230,761
31350,Weinzierl am Walde,1243,13,23.9,1.5,84.6,1.1,65.6,5.3,72.8,458,2.71,368,131,134,288
31347,Stratzing,845,12.7,18.2,6.6,81,3.2,62.6,18.4,81.4,326,2.59,265,72,74,185
31346,Straß im Straßertale,1715,15.3,20.8,6.4,77.8,3.7,64.4,11.4,75.8,709,2.41,513,155,162,363
31344,Spitz,1575,10.7,25,6.7,77.9,2.9,68.1,12.1,55.7,675,2.33,464,206,232,843
31343,Senftenberg,1985,12.8,24,8.8,78.9,5,63.3,12.5,83.1,918,2.16,571,137,150,372
31340,St. Leonhard am Hornerwald,1115,14.7,21.2,3.9,78.7,2.7,67.2,7.5,64.7,430,2.59,319,149,163,397
31338,Rossatz-Arnsdorf,1057,11.3,26.8,5.5,79.1,2.2,66.7,13.3,67.9,446,2.37,309,125,135,271
31337,Rohrendorf bei Krems,2117,16.1,18.5,7.9,78,3.2,63,13.9,79.5,824,2.57,628,172,189,621
31336,Rastenfeld,1573,16.9,19.3,2.6,79.5,2.8,68,8.4,65.6,672,2.32,443,124,140,1106
31333,Paudorf,2572,14.5,21.1,4.7,74.4,3.5,67.5,12.2,81.3,1095,2.32,766,144,162,599
31330,Mühldorf,1296,11.6,24.5,3.5,78.4,2.9,65.7,7.3,72.5,534,2.43,384,116,125,274
31327,Mautern an der Donau,3554,12.9,23,7.2,76.3,4.4,63.7,16,82.3,1632,2.12,1005,208,233,1417
31326,Maria Laach am Jauerling,917,14.9,21.7,2,80,2.6,66.3,8.2,66.8,344,2.67,267,109,114,341
31324,Lichtenau im Waldviertel,2019,14.3,19.8,2.1,81.1,2.2,64.3,4.6,73.2,787,2.55,558,205,224,545
31323,Lengenfeld,1376,14.4,18.4,3.6,77.4,2.4,67.7,9.5,79.2,549,2.51,414,107,116,273
31322,Langenlois,7583,13.6,21.3,6.9,77.9,3.9,62.7,13.9,64.3,3323,2.26,2184,811,894,3542
31321,Krumau am Kamp,752,12.1,29,3.5,72,3.8,64.3,7.3,77.7,328,2.29,222,71,76,130
31319,Jaidhof,1210,18.2,14.6,3.6,78.2,3.1,66.5,10.2,77.2,455,2.63,331,127,133,293
31315,Hadersdorf-Kammern,1951,12.5,22.5,6,76.5,2.5,66.9,9.7,85,911,2.14,572,119,138,550
31311,Gföhl,3786,13,20.9,3.6,78.5,3.3,68.1,8.1,69.3,1620,2.34,1114,333,367,1233
31310,Gedersdorf,2167,12.8,20,6.9,77.1,3.5,64.5,9.5,83.2,855,2.53,670,140,155,762
31309,Furth bei Göttweig,2970,14.8,20.2,7.2,77.3,3.2,63.5,17.3,81,1272,2.3,835,292,312,969
31308,Grafenegg,3138,15.9,17.8,6.5,79.1,3,65.8,11.2,74.1,1328,2.36,966,282,307,999
31304,Dürnstein,843,12.5,25.1,5.5,76.8,1.8,62.2,15.7,59.3,375,2.25,245,125,139,624
31303,Bergern im Dunkelsteinerwald,1265,13.9,20.3,2,80.2,2.3,69.1,11.7,80.4,528,2.39,391,97,107,221
31302,Albrechtsberg an der Großen Krems,1027,13.1,23.5,2,79.4,2.2,65.7,8.1,68.5,395,2.6,299,99,106,265
